name,gender,hairLength,elasticity,front_image,round,oval,oblong,square,heart,diamond,triangular,pear,ut,tt,tf,ff,fs,os,FilePath,image_encodings
Nat Wolff Short Straight     Hairstyle  ,Men,Short,Straight,front_Nat Wolff Short Straight     Hairstyle  _Nat-Wolff.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Nat Wolff Short Straight     Hairstyle  _Nat-Wolff.jpg,"[-0.036455    0.04731047  0.04353922  0.0087231  -0.10502054  0.05256987
 -0.02324523 -0.07186855  0.22047171 -0.22648863  0.21631369 -0.02139989
 -0.2566261   0.06250089 -0.14164101  0.07300958 -0.09149704 -0.13628158
 -0.0918414   0.00313338 -0.00334547  0.0617762  -0.0373721   0.07019573
 -0.08127655 -0.36611244 -0.07704572 -0.04272274  0.01069652 -0.08141667
 -0.07521249  0.04438092 -0.14887685 -0.03187846 -0.06628196 -0.00533532
 -0.04629723 -0.02071507  0.25722229  0.07710879 -0.23893626  0.01121199
 -0.03017025  0.34214544  0.1132407   0.01012186 -0.00796095 -0.0639564
  0.09532633 -0.29401171  0.01876048  0.18606049  0.155359    0.01135023
  0.03952063 -0.11708005 -0.06735148  0.16730727 -0.14122222  0.12858476
  0.04408748 -0.03790523  0.05287971 -0.05906676  0.20157528  0.09374528
 -0.09281892 -0.10177056  0.18025301 -0.22928494 -0.03123465  0.06803934
 -0.03845156 -0.26554826 -0.19116929  0.03835454  0.42031658  0.24345888
 -0.13076328  0.02955244 -0.1076804  -0.07225783  0.12340244  0.05452201
 -0.06310368  0.02414018 -0.08333203  0.03015692  0.25311413  0.04024605
 -0.03670914  0.26140201  0.02389936  0.00567893  0.04763423  0.0049732
 -0.10137905  0.02516577 -0.17006052  0.06651208 -0.03749991 -0.0590127
  0.03643791  0.06327781 -0.15603721  0.16211264 -0.03433122 -0.0283312
  0.05769159  0.06796519 -0.14873907 -0.05804184  0.20015131 -0.25826946
  0.10584696  0.09099208  0.07955301  0.16867094  0.10446717  0.02738301
  0.02621349 -0.07036723 -0.20951276 -0.09975     0.07331016 -0.08282776
  0.09791613  0.01440946]"
James Preston Short Wavy   Caramel   Hairstyle  ,Men,Short,Wavy,front_James Preston Short Wavy   Caramel   Hairstyle  _James-Preston.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_James Preston Short Wavy   Caramel   Hairstyle  _James-Preston.jpg,"[-1.24747440e-01  1.25892773e-01  7.50989616e-02 -1.46266609e-01
 -2.06520900e-01  3.55940983e-02  1.52958091e-02  1.65812671e-03
  1.84458628e-01 -6.11414872e-02  2.78912812e-01 -9.57880169e-02
 -2.37811446e-01 -4.77303118e-02  1.71971172e-02  1.22811139e-01
 -2.12297872e-01 -1.02956779e-01 -3.12830135e-02 -2.04614386e-01
  5.86525723e-02  3.44181508e-02 -5.66367880e-02  5.41090965e-02
 -1.58628017e-01 -2.97846228e-01 -8.52527916e-02 -1.25781491e-01
  1.51747078e-01 -1.61557481e-01  4.21409570e-02  1.08346164e-01
 -1.91032514e-01 -6.64341226e-02  2.81407349e-02  8.60830918e-02
 -8.12411383e-02 -2.89508253e-02  1.09932274e-01 -4.06419374e-02
 -8.45116898e-02  1.20980084e-01  6.94804415e-02  3.03108007e-01
  1.95390627e-01  6.92780912e-02  8.08935054e-03 -6.98146969e-02
  1.56448737e-01 -2.56801605e-01  7.66600892e-02  1.85212508e-01
  1.00085646e-01  7.64525309e-02  9.47469473e-02 -1.43184543e-01
 -2.14715023e-04  1.47186339e-01 -2.55130291e-01  1.98683202e-01
  1.29919916e-01 -1.01528190e-01 -4.73288931e-02 -9.59075764e-02
  1.51628464e-01  9.06219110e-02 -1.15039639e-01 -2.27688566e-01
  1.63230434e-01 -1.85135096e-01 -6.75602555e-02  1.83139130e-01
 -1.51923254e-01 -1.52865529e-01 -2.70359427e-01  1.27703577e-01
  3.55840743e-01  1.44983590e-01 -1.23266026e-01 -3.02113704e-02
  1.04213301e-02  1.61576010e-02  6.12954125e-02  6.36616498e-02
 -7.80410022e-02 -1.64731622e-01 -1.04262181e-01  8.37201551e-02
  2.00062573e-01 -4.92010638e-02 -3.27227525e-02  2.68238723e-01
  3.88800018e-02  3.08295563e-02 -4.88668717e-02  6.77680820e-02
 -1.10858962e-01 -4.43247780e-02 -1.16848484e-01  9.56907496e-03
 -2.04900913e-02 -1.22472711e-01 -8.62108171e-02  9.39296037e-02
 -1.47399992e-01  1.63500771e-01 -6.36408925e-02 -1.78019088e-02
 -1.85716301e-01 -5.72741441e-02 -9.23767760e-02  8.28217417e-02
  1.96810171e-01 -3.08680207e-01  2.60133743e-01  2.48325437e-01
  1.01727210e-01  9.12487879e-02  5.47246262e-02 -3.36004533e-02
  5.60133234e-02 -1.13906205e-01 -1.18670873e-01 -8.35265219e-02
  1.48579245e-02 -1.09147288e-01 -3.71419564e-02  7.44957151e-03]"
Wes Bently Short Straight   Black    Hairstyle  ,Men,Short,Straight,front_Wes Bently Short Straight   Black    Hairstyle  _Wes-Bentley.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Wes Bently Short Straight   Black    Hairstyle  _Wes-Bentley.jpg,"[-0.02970354  0.126136    0.02397071 -0.06423605 -0.15909964 -0.0333885
  0.00711471 -0.01021852  0.10074433  0.09874588  0.16463125 -0.01549816
 -0.29946911  0.00535506 -0.00625553  0.04811243 -0.17450723 -0.04851464
 -0.10122605 -0.16723101  0.0548523   0.04193945  0.08190928  0.16265684
 -0.21293773 -0.22579369 -0.09083121 -0.16651225  0.14397013 -0.17130339
  0.02235956  0.08814346 -0.23675238 -0.12167848  0.00307116  0.00075653
 -0.02776338 -0.1520634   0.18775147 -0.03646816 -0.03870822  0.08749892
  0.00871332  0.28644806  0.11832993  0.01533599  0.10327136 -0.01569843
  0.15605775 -0.20755053  0.12478366  0.15994135  0.0774983   0.00660134
 -0.00504403 -0.18437253  0.02189349  0.21979551 -0.30547628  0.22458626
  0.06861793 -0.0366893  -0.06984284 -0.10824171  0.09528912  0.06951118
 -0.11950071 -0.15513301  0.08486    -0.19420496  0.04602708  0.15004165
 -0.1507086  -0.18247339 -0.22168085  0.14046161  0.40657204  0.16214509
 -0.18437582 -0.00326614 -0.05967221 -0.03711844  0.01481493  0.04722577
 -0.11111999 -0.04849257 -0.15868047  0.13018861  0.17656258 -0.0014296
 -0.06045367  0.3064729   0.07807581 -0.00874868  0.03191811  0.05707714
 -0.19676016 -0.06520732 -0.06650375  0.06658512  0.01534758 -0.13001943
 -0.10682583  0.04637399 -0.05477303  0.1406444  -0.02442895 -0.0482593
 -0.12921493 -0.05330171 -0.20185092 -0.0810428   0.22789446 -0.24446683
  0.14337265  0.1667268   0.05839545  0.11116177  0.03005107  0.0719148
  0.03985011 -0.0153469  -0.11143774 -0.06977013  0.16795003 -0.11905278
  0.05870182 -0.03204085]"
Wes Bently Short Straight     Hairstyle  ,Men,Short,Straight,front_Wes Bently Short Straight     Hairstyle  _10468_Wes-Bently_.jpg,0,1,1,1,0,1,0,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Wes Bently Short Straight     Hairstyle  _10468_Wes-Bently_.jpg,"[-5.26441783e-02  9.56985950e-02  1.28841624e-02 -6.08439669e-02
 -1.58847958e-01 -4.09164354e-02  2.91484538e-02 -7.83687830e-02
  7.32676461e-02  5.78894615e-02  1.70373499e-01  3.35423723e-02
 -2.87761599e-01 -2.12708041e-02 -4.51024398e-02  6.94292337e-02
 -1.42419845e-01 -7.96983093e-02 -1.70760527e-01 -1.34315759e-01
  3.54470313e-02  4.48787436e-02  8.80433545e-02  1.22304633e-01
 -1.89412147e-01 -2.26576924e-01 -1.04087219e-01 -1.38944551e-01
  1.36418328e-01 -1.14025697e-01  2.46663392e-02  5.33209294e-02
 -2.58986354e-01 -1.03485078e-01  3.52464616e-04 -1.94064062e-02
 -2.41091121e-02 -9.18861702e-02  2.21125424e-01 -4.82334793e-02
 -8.92681852e-02  8.30856115e-02  3.83405276e-02  3.13535631e-01
  1.28887922e-01  1.53627582e-02  1.00474089e-01 -4.41503599e-02
  1.31929636e-01 -2.26433024e-01  1.58240482e-01  1.19928405e-01
  8.17476362e-02  1.16786361e-03  4.18146066e-02 -1.88132018e-01
  3.65381688e-02  2.05413759e-01 -2.77710825e-01  2.06121191e-01
  8.41899291e-02 -6.25222921e-02 -6.99545741e-02 -1.12444431e-01
  1.41749039e-01  4.29748669e-02 -1.14217892e-01 -1.49113163e-01
  1.19516529e-01 -1.84236690e-01  7.65907466e-02  1.22133002e-01
 -1.38188049e-01 -1.63119838e-01 -3.04668903e-01  1.36711791e-01
  4.43594038e-01  1.76039934e-01 -2.00866029e-01  1.94728188e-03
 -8.41079280e-02 -2.93809175e-03  8.97093713e-02 -1.19775329e-02
 -9.96025354e-02 -6.19429834e-02 -1.92683592e-01  1.31376386e-01
  1.85892075e-01 -3.65419462e-02 -5.66594303e-02  2.65998006e-01
  8.90148729e-02 -6.29934967e-02  3.61820087e-02  8.85960981e-02
 -2.07051605e-01 -5.57177663e-02 -9.85382795e-02  1.21124804e-01
  2.27567386e-02 -1.06223941e-01 -5.25358133e-02  5.95664792e-02
 -3.03720571e-02  1.17973365e-01 -1.77106727e-02 -6.93887919e-02
 -1.21063016e-01 -5.51572740e-02 -2.35350072e-01 -1.17685020e-01
  1.86785191e-01 -2.40569949e-01  1.93177715e-01  1.44385695e-01
  1.40069183e-02  1.14758976e-01  3.73941399e-02  9.11544487e-02
 -1.52162798e-02  1.41522549e-02 -1.07044682e-01 -8.05298686e-02
  1.83447555e-01 -1.09458551e-01  1.03671491e-01  4.52699140e-03]"
Daniel Gillies Short Straight   Dark Brunette   Hairstyle  ,Men,Short,Straight,front_Daniel Gillies Short Straight   Dark Brunette   Hairstyle  _Daniel-Gillies.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Daniel Gillies Short Straight   Dark Brunette   Hairstyle  _Daniel-Gillies.jpg,"[-0.04969623  0.07795299 -0.0067942  -0.08293714 -0.10226448 -0.09022298
  0.04493206  0.02772383  0.15350589  0.02185079  0.26668763  0.02579029
 -0.32323313 -0.07475059 -0.10632839  0.04797093 -0.19083513 -0.07556841
 -0.07008768 -0.07770763  0.11625274  0.00220681  0.04112387  0.03536315
 -0.11932529 -0.32388648 -0.06825133 -0.11902043 -0.06431594 -0.11817034
  0.09406146  0.12167896 -0.11860835 -0.10862713  0.00488865  0.00298849
 -0.03995845 -0.08603004  0.21467862 -0.04594804 -0.11866652 -0.00061728
  0.07010635  0.39902422  0.1839488  -0.01586453  0.04014139  0.00797439
  0.1001683  -0.26486412  0.05253176  0.17211346  0.15739174  0.03164831
  0.07933578 -0.15603691  0.05206466  0.24734838 -0.26069561  0.00408405
 -0.00455631 -0.01077035 -0.01546258 -0.08544628  0.19895743  0.09387609
 -0.17436449 -0.06117435  0.12656148 -0.13175263 -0.00650859  0.07830063
 -0.20461178 -0.21883896 -0.19678168  0.05034266  0.40047625  0.12097875
 -0.11127087 -0.00461183 -0.13237321 -0.00357193  0.00368635 -0.05051265
 -0.15957618 -0.01026506 -0.16330644  0.08257511  0.13177136  0.01517065
 -0.11696199  0.19434471  0.03482276 -0.09386926  0.08061229  0.02336317
 -0.07848327  0.04721207 -0.15901107  0.06434012  0.03049297 -0.2637454
 -0.06821743  0.06111981 -0.20435646  0.07815275  0.02762012  0.01179838
 -0.05897027 -0.06632436 -0.12123974  0.02408556  0.18348362 -0.29762921
  0.19408555  0.16043505  0.07761256  0.19065177  0.00324023 -0.0221583
 -0.04939038 -0.12190981 -0.15089574 -0.05525806  0.0572689   0.00806324
  0.12596455 -0.00589912]"
Byung Hun Lee Short Straight     Hairstyle  ,Men,Short,Straight,front_Byung Hun Lee Short Straight     Hairstyle  _Byung-hun-Lee.jpg,0,1,1,1,0,1,0,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Byung Hun Lee Short Straight     Hairstyle  _Byung-hun-Lee.jpg,"[ 0.00242802  0.1209418   0.06627466 -0.05861926 -0.16623352  0.00857725
 -0.15891699 -0.10654177  0.07044549 -0.15494807  0.22758579  0.00078013
 -0.16259287 -0.09689181 -0.02376229  0.15138966 -0.2252136  -0.17459938
  0.01984747 -0.03102653  0.08498907  0.08001688 -0.00287041 -0.01081955
 -0.07579514 -0.34376469 -0.13456109 -0.02479005  0.02619619 -0.0887648
 -0.09098888  0.01968212 -0.19950625 -0.03483405  0.05898973  0.06204068
 -0.00672371 -0.07399982  0.08649097  0.00860874 -0.21368593  0.08135545
  0.04568256  0.21794873  0.24017669  0.00222207 -0.00380812 -0.10445486
  0.0768621  -0.13421148  0.08902137  0.17964216  0.08022271  0.08986544
 -0.00638662 -0.15869197 -0.00974984  0.15836744 -0.06309251  0.00682122
  0.07684061 -0.07794861  0.05232375 -0.02100255  0.18802167  0.0717963
 -0.06709735 -0.29636711  0.1008343  -0.10180554 -0.12949444  0.08187107
 -0.18476176 -0.13801481 -0.23239589  0.05713563  0.36332786  0.06235827
 -0.21051113  0.03418555 -0.0422311  -0.0006984   0.12086523  0.09160181
  0.00872106 -0.00958924 -0.13768306  0.04221138  0.25937417 -0.06205555
 -0.07684316  0.2109196  -0.04372831  0.0754097   0.11811559  0.07672168
 -0.02738444  0.0876132  -0.16229469 -0.02702643  0.0260142  -0.11065419
 -0.10298821  0.16743943 -0.11262739  0.11748572 -0.02530812  0.04287731
 -0.04687716 -0.03863792 -0.10800032 -0.02103571  0.1528711  -0.23539586
  0.28005871  0.1848601   0.09209672  0.14251183  0.11418631  0.07530334
 -0.00419003 -0.13526455 -0.1880165  -0.04358014  0.06487169 -0.00463519
  0.0512375   0.01474738]"
Matt Leinart Short Straight   Black    Hairstyle  ,Men,Short,Straight,front_Matt Leinart Short Straight   Black    Hairstyle  _Matt-Leinart.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Matt Leinart Short Straight   Black    Hairstyle  _Matt-Leinart.jpg,"[-0.0608361   0.11205659  0.05773566 -0.03391378 -0.11704572  0.11397243
 -0.04512669  0.02102766  0.17886363 -0.05939438  0.21302764 -0.01140037
 -0.30278999 -0.09336164 -0.06358156  0.12477194 -0.16911888 -0.07643024
 -0.04564013 -0.12557171  0.02423516  0.14093184  0.0822097  -0.02149931
 -0.16372287 -0.36400408 -0.04282066 -0.10437961  0.02972076 -0.18769297
 -0.09338053  0.05234156 -0.18642734 -0.07170857  0.00273611  0.0157099
 -0.01900658 -0.10570566  0.14949557  0.00649184 -0.03105985 -0.01060306
  0.0126909   0.28783062  0.1334907  -0.02803271 -0.01466783 -0.05261549
  0.09392752 -0.30659154  0.1134991   0.13740715  0.02672536  0.06933291
  0.07539473 -0.11823171 -0.04285907  0.19195533 -0.16024311  0.08890387
  0.00576217 -0.00079024 -0.06534722 -0.08149415  0.22815087  0.12148321
 -0.14678811 -0.15656404  0.0419444  -0.0767756   0.002011    0.04884098
 -0.11155073 -0.15819797 -0.24725494  0.15210974  0.34687942  0.13042215
 -0.2077743  -0.00755923 -0.06920888 -0.02941413  0.05806952  0.07712314
 -0.08973761 -0.01439711 -0.08927301  0.12326693  0.10612139 -0.0064618
 -0.10275391  0.26249528 -0.00308451  0.05641915  0.06926506  0.09890117
 -0.12964007 -0.02111648 -0.10198201  0.05087131  0.11952214 -0.09360021
 -0.05788627  0.14930482 -0.06534426  0.12421451 -0.05055435 -0.03944839
  0.03794025 -0.09848059 -0.09224013 -0.0244323   0.13735138 -0.30670229
  0.15874308  0.09883986  0.01850741  0.20686463  0.02894206  0.06337736
  0.01444791 -0.00350549 -0.13104682 -0.06240936  0.09791406 -0.0337816
  0.01296869 -0.00931318]"
Matt Leinart Short Straight     Hairstyle  ,Men,Short,Straight,front_Matt Leinart Short Straight     Hairstyle  _Matt-Leinart.jpg,1,1,0,0,1,0,1,0,1,1,1,1,0,0,/content/drive/My Drive/MALE/front_Matt Leinart Short Straight     Hairstyle  _Matt-Leinart.jpg,"[-7.02621564e-02  1.29120588e-01  7.63386115e-02 -2.75004469e-02
 -1.18544951e-01  1.18206501e-01 -3.72238979e-02  1.05201565e-02
  1.92855328e-01 -1.08067907e-01  2.13329166e-01  1.41654201e-02
 -3.23213249e-01 -9.74200368e-02 -4.39723432e-02  1.34983778e-01
 -1.84637308e-01 -7.68086314e-02 -6.94559887e-02 -9.99611169e-02
  4.35933173e-02  1.72955975e-01  8.47461671e-02 -3.27725261e-02
 -1.43310934e-01 -3.45120519e-01 -3.30841579e-02 -8.79230276e-02
  3.67361531e-02 -1.65846586e-01 -9.03194696e-02  7.83333033e-02
 -1.53396532e-01 -4.88839932e-02 -1.81980431e-03  1.67089347e-02
  1.02860173e-02 -1.03445873e-01  1.46725029e-01  2.37295218e-03
 -6.62786365e-02  2.47934461e-03 -2.48045661e-02  2.68198282e-01
  1.25221133e-01 -4.94637042e-02 -3.04014962e-02 -5.97417206e-02
  1.01408914e-01 -3.10901433e-01  1.10064171e-01  1.43389702e-01
  2.57469341e-02  5.92526682e-02  1.01970717e-01 -1.26049027e-01
 -3.71563733e-02  1.63850471e-01 -1.44716665e-01  6.18007593e-02
  1.69181302e-02 -2.68948376e-02 -2.65692957e-02 -7.86049291e-02
  1.89756110e-01  1.03516906e-01 -1.26228273e-01 -1.47901982e-01
  4.50760946e-02 -6.84150085e-02 -1.67031921e-02  4.98874262e-02
 -1.24012634e-01 -1.41385362e-01 -2.27850765e-01  1.44006759e-01
  3.50253701e-01  1.57037497e-01 -2.07310513e-01  9.04596224e-03
 -5.21009564e-02 -4.22846265e-02  6.37833625e-02  9.56267789e-02
 -9.14161429e-02 -1.06527247e-02 -8.03371817e-02  1.33767545e-01
  1.05646081e-01 -4.53107990e-03 -1.05923101e-01  3.07100445e-01
  1.74945127e-02  5.51341996e-02  8.06047469e-02  4.29796502e-02
 -7.99974129e-02 -3.46200690e-02 -1.04988426e-01  5.52321821e-02
  1.20955914e-01 -1.06184207e-01 -5.82032129e-02  1.38140172e-01
 -5.37764505e-02  1.07519969e-01 -5.33472896e-02 -1.99961606e-02
  4.70675826e-02 -8.24691355e-02 -1.04893848e-01 -7.35827908e-03
  1.34994224e-01 -2.74349838e-01  1.69770002e-01  8.49852934e-02
  2.92477366e-02  1.95603848e-01  3.86260748e-02  7.57306367e-02
  2.32628211e-02 -1.51773803e-02 -1.11044668e-01 -8.03126246e-02
  1.42599568e-01 -2.77023241e-02  3.12780924e-02 -3.15185636e-04]"
Casey Affleck Short Wavy     Hairstyle  ,Men,Short,Wavy,front_Casey Affleck Short Wavy     Hairstyle  _Casey-Affleck.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Casey Affleck Short Wavy     Hairstyle  _Casey-Affleck.jpg,"[-0.06237732  0.00558696  0.00376032 -0.03029465 -0.15776515 -0.06043173
 -0.03574029 -0.04547818  0.05557711  0.04266237  0.14892757 -0.08500165
 -0.32984313  0.00436163 -0.00817186  0.02008322 -0.15327454 -0.00427048
 -0.07923239 -0.09617722  0.14321154  0.02573046 -0.00646454  0.10235061
 -0.15987487 -0.25979915 -0.12390257 -0.08197485  0.06768711 -0.19297706
  0.02352243 -0.01523216 -0.20652443 -0.0904679  -0.04091147 -0.05697256
 -0.0656173  -0.13077967  0.12279499  0.02174583 -0.1066886   0.01330616
  0.01662836  0.29321653  0.12047675  0.0906141   0.06246378 -0.04094694
  0.14930832 -0.28188172  0.02898067  0.15419973  0.02802894  0.03350947
  0.06298605 -0.22955149  0.08157987  0.19869526 -0.24363425  0.20843464
  0.04513849 -0.02992804 -0.02639509 -0.02547042  0.19313899  0.02353423
 -0.10750353 -0.17331152  0.09944016 -0.15149733 -0.02141199  0.14468989
 -0.10850456 -0.22658946 -0.28097695  0.06910676  0.42218074  0.07458046
 -0.21437562  0.03043174 -0.13093638 -0.00196633  0.11290757  0.0029495
 -0.05304067 -0.01419728 -0.22318049  0.04578221  0.19618939 -0.05144924
  0.00311659  0.29637703  0.09661395 -0.0450829   0.0768579   0.11093264
 -0.22183183 -0.01689626 -0.0514649  -0.01389481  0.17545465 -0.16357951
 -0.03983608  0.08127478 -0.18861036  0.25844952  0.01644034 -0.03937882
 -0.08244365 -0.13747615 -0.16639465  0.05201513  0.18000507 -0.36780649
  0.18036875  0.18546429  0.10993353  0.13253382 -0.03268245  0.00580679
 -0.04420831 -0.0054481  -0.14531218 -0.08175619  0.04352321 -0.06681176
 -0.03489675 -0.00491319]"
Joshua Jackson Short Wavy   Dark Brunette   Hairstyle  ,Men,Short,Wavy,front_Joshua Jackson Short Wavy   Dark Brunette   Hairstyle  _Josh-Jackson.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Joshua Jackson Short Wavy   Dark Brunette   Hairstyle  _Josh-Jackson.jpg,"[-1.04968004e-01  1.12519808e-01 -3.04377824e-02 -1.20053641e-01
 -6.67895824e-02 -6.32398501e-02  3.45115811e-02 -5.93247749e-02
  2.39509895e-01  3.76947410e-03  1.99377179e-01  5.73632196e-02
 -1.90877706e-01 -1.13560960e-01 -1.34869628e-02  1.02244742e-01
 -1.68917090e-01 -1.02846354e-01 -1.30411133e-01 -4.45319451e-02
  2.25673318e-02  7.63634741e-02 -7.91724026e-02  9.10930857e-02
 -1.09421849e-01 -3.61007005e-01 -1.27597496e-01 -1.04678109e-01
  7.31283501e-02 -1.25142202e-01  8.47114176e-02  8.52904022e-02
 -2.06834272e-01 -1.25375301e-01  6.39438406e-02  4.08943743e-02
  4.74012922e-03 -5.75856492e-02  1.49781555e-01  9.70196426e-02
 -1.36282563e-01 -6.44286796e-02  6.01038449e-02  3.54391903e-01
  1.57032028e-01  2.43280698e-02  7.30197728e-02 -4.38808799e-02
  9.17450264e-02 -2.46522769e-01  8.31330866e-02  1.06132917e-01
  7.29606226e-02  3.95129286e-02  1.24927871e-01 -1.09551176e-01
  1.43942144e-03  1.12454101e-01 -3.18004280e-01  1.24570042e-01
  1.10058025e-01 -7.86288828e-02 -1.88148439e-01 -8.97542313e-02
  1.39525190e-01  1.18681706e-01 -1.21478871e-01 -1.54329643e-01
  1.92606151e-01 -2.37913325e-01 -3.66227850e-02  7.53147379e-02
 -4.75449376e-02 -1.94330990e-01 -2.94689327e-01  4.07741666e-02
  4.52248216e-01  2.75671303e-01 -2.00526193e-01 -2.11165659e-03
 -1.00876883e-01 -2.86402255e-02  1.40728951e-01  1.40504483e-02
 -1.60705186e-02  2.19147261e-02 -6.71941936e-02  7.81656057e-02
  2.03974992e-01  1.05436556e-01 -5.07362634e-02  2.29783118e-01
  6.18772954e-03 -4.66622636e-02 -8.86549708e-03  7.16395676e-04
 -4.15988490e-02 -6.33804724e-02 -1.24345601e-01 -1.56724900e-02
  4.15043905e-02 -2.45954469e-02 -8.41558352e-03  8.43530223e-02
 -1.30820006e-01  1.87215984e-01  8.76965225e-02 -4.30507325e-02
 -3.93228680e-02 -1.39245186e-02 -1.55261815e-01 -2.42686793e-02
  1.93844944e-01 -2.44223416e-01  2.12764084e-01  1.37827009e-01
 -2.57954746e-03  1.20474845e-01 -3.17511382e-04  3.96743603e-02
 -2.68831919e-03 -1.58516437e-01 -1.25993565e-01 -1.20145150e-01
  2.26961114e-02 -6.50615916e-02  1.07523844e-01 -5.80967590e-02]"
Joshua Jackson Short Wavy    Brunette   Hairstyle with Side Swept Bangs ,Men,Short,Wavy,front_Joshua Jackson Short Wavy    Brunette   Hairstyle with Side Swept Bangs _Josh-Jackson.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Joshua Jackson Short Wavy    Brunette   Hairstyle with Side Swept Bangs _Josh-Jackson.jpg,"[-0.1076812   0.05085736 -0.03690853 -0.09546109 -0.10144998 -0.07508429
  0.0225997  -0.06428495  0.2257864  -0.03235411  0.18985482  0.05175037
 -0.23912244 -0.09309332 -0.02681673  0.07978512 -0.18688953 -0.06944752
 -0.15015832 -0.05809434  0.00867685  0.098049   -0.03765516  0.06885523
 -0.11282152 -0.36049661 -0.12426844 -0.11209852  0.06413287 -0.1623356
  0.07100368  0.05616328 -0.2095626  -0.12302005  0.0523094   0.03961617
 -0.02460345 -0.1051295   0.17312345  0.07390933 -0.12307348 -0.07480438
  0.01969724  0.29954693  0.14052355  0.025954    0.01502527 -0.05860941
  0.11083194 -0.28813279  0.05203605  0.14809462  0.07635956  0.02643517
  0.12781936 -0.05631591  0.05198919  0.0876769  -0.32553387  0.06417073
  0.1043153  -0.08781755 -0.15703194 -0.07693818  0.13354443  0.09803414
 -0.10448783 -0.1201005   0.16147922 -0.26360366 -0.05997389  0.0464758
 -0.02549977 -0.22203618 -0.29422703  0.01205429  0.42001376  0.30461937
 -0.19623131  0.02912133 -0.13524552 -0.0389941   0.13134441 -0.01222632
 -0.02916369  0.0136734  -0.07805222  0.08488469  0.18749821  0.05908274
 -0.05519052  0.23459557  0.02561267 -0.02626253  0.03446866 -0.03059547
 -0.05426289 -0.08743653 -0.08486344  0.01323822  0.11306088 -0.02704111
  0.00805302  0.07243712 -0.126978    0.19417281  0.05511644 -0.09264002
  0.01402857 -0.05983242 -0.18205957 -0.02894531  0.19083184 -0.27870989
  0.24252729  0.13317162 -0.03212672  0.15073162 -0.00703404  0.03843842
 -0.04823053 -0.12150117 -0.11599799 -0.17522214  0.04034579 -0.04063287
  0.12003376 -0.07539209]"
Vince Vaughn Short Curly     Hairstyle  ,Men,Short,Curly,front_Vince Vaughn Short Curly     Hairstyle  _256_Vince-Vaughn.jpg,1,1,0,1,1,0,1,0,0,1,1,1,1,0,/content/drive/My Drive/MALE/front_Vince Vaughn Short Curly     Hairstyle  _256_Vince-Vaughn.jpg,"[-0.14306246  0.07659303  0.07343969 -0.0141896  -0.16674951 -0.03542845
 -0.00272762 -0.07946386  0.18007372 -0.11074574  0.19607502 -0.05335876
 -0.28197172 -0.07278083 -0.02288777  0.13007283 -0.1377745  -0.18545118
 -0.03413375 -0.12468384  0.03790749  0.01208104 -0.07725328 -0.0209528
 -0.09987731 -0.27371362 -0.15431641 -0.13577352 -0.03881625 -0.16194765
  0.02580571  0.00987913 -0.09645738 -0.10240903  0.02959156  0.18225223
 -0.06023413 -0.05187134  0.14507158 -0.05333384 -0.08750519  0.02178815
  0.06919008  0.35381326  0.07362987  0.04984646  0.01384979 -0.03625582
  0.13133623 -0.27192438  0.0673905   0.15024683  0.1792585   0.08898458
  0.12264495 -0.14855491  0.14254817  0.2037891  -0.27571252  0.13128805
  0.15504256 -0.14431447 -0.02702075  0.08691018  0.29013178  0.12135652
 -0.08991402 -0.07823401  0.19024251 -0.12662996 -0.0390611   0.05769387
 -0.14322704 -0.19143467 -0.23689629  0.08973965  0.5077697   0.07563959
 -0.14310327  0.00828819 -0.04876701  0.04480812  0.09713676  0.0354619
 -0.10117054 -0.06855795 -0.21691296  0.08315207  0.18260607 -0.04252831
  0.02483482  0.15559506  0.09097776 -0.02069584  0.07224266  0.02518521
 -0.01736436 -0.04350806 -0.07240576  0.03480571  0.06712844 -0.20344299
 -0.06310719  0.03448789 -0.17348333  0.09017734  0.0097244  -0.06595495
 -0.14044733 -0.0942746  -0.05374318  0.05479081  0.20399176 -0.35067993
  0.19698015  0.20482841 -0.04284145  0.18360427 -0.06204425  0.0509262
 -0.01718353 -0.15041573 -0.13907932 -0.09263043 -0.0248618   0.00790411
  0.00712008  0.06782402]"
